Entity,Type,Superclass(es),http://www.w3.org/2000/01/rdf-schema#label,http://edamontology.org/created_in,http://www.geneontology.org/formats/oboInOwl#hasDefinition,
http://edamontology.org/format_2303,Class,http://www.w3.org/2002/07/owl#DeprecatedClass,"'STRING entry format (HTML)'","'beta12orEarlier'","'Entry format (HTML) for the STRING database of protein interaction.'",
http://edamontology.org/format_2304,Class,http://edamontology.org/format_2332	http://edamontology.org/format_2054,"'STRING entry format (XML)'","'beta12orEarlier'","'Entry format (XML) for the STRING database of protein interaction.'",
http://edamontology.org/format_2305,Class,http://edamontology.org/format_2206	http://edamontology.org/format_2330,"'GFF'","'beta12orEarlier'","'GFF feature format (of indeterminate version).'",
http://edamontology.org/format_2306,Class,http://edamontology.org/format_2305,"'GTF'","'beta12orEarlier'","'Gene Transfer Format (GTF), a restricted version of GFF.'",
http://edamontology.org/format_2310,Class,http://edamontology.org/format_2546	http://edamontology.org/format_2331,"'FASTA-HTML'","'beta12orEarlier'","'FASTA format wrapped in HTML elements.'",
http://edamontology.org/format_2311,Class,http://edamontology.org/format_2543	http://edamontology.org/format_2331,"'EMBL-HTML'","'beta12orEarlier'","'EMBL entry format wrapped in HTML elements.'",
http://edamontology.org/format_2322,Class,http://www.w3.org/2002/07/owl#DeprecatedClass,"'BioCyc enzyme report format'","'beta12orEarlier'","'Format of an entry from the BioCyc enzyme database.'",
http://edamontology.org/format_2323,Class,http://www.w3.org/2002/07/owl#DeprecatedClass,"'ENZYME enzyme report format'","'beta12orEarlier'","'Format of an entry from the Enzyme nomenclature database (ENZYME).'",
http://edamontology.org/format_2328,Class,http://www.w3.org/2002/07/owl#DeprecatedClass,"'PseudoCAP gene report format'","'beta12orEarlier'","'Format of a report on a gene from the PseudoCAP database.'",
http://edamontology.org/format_2329,Class,http://www.w3.org/2002/07/owl#DeprecatedClass,"'GeneCards gene report format'","'beta12orEarlier'","'Format of a report on a gene from the GeneCards database.'",
http://edamontology.org/format_2330,Class,http://edamontology.org/format_1915,"'Textual format'","'beta12orEarlier'","'Textual format.'",
http://edamontology.org/format_2331,Class,http://edamontology.org/format_1915,"'HTML'","'beta12orEarlier'","'HTML format.'",
http://edamontology.org/format_2332,Class,http://edamontology.org/format_1915,"'XML'","'beta12orEarlier'","'eXtensible Markup Language (XML) format.'",
http://edamontology.org/format_2333,Class,http://edamontology.org/format_1915,"'Binary format'","'beta12orEarlier'","'Binary format.'",
http://edamontology.org/format_2334,Class,http://www.w3.org/2002/07/owl#DeprecatedClass,"'URI format'","'beta12orEarlier'","'Typical textual representation of a URI.'",
http://edamontology.org/format_2341,Class,http://www.w3.org/2002/07/owl#DeprecatedClass,"'NCI-Nature pathway entry format'","'beta12orEarlier'","'The format of an entry from the NCI-Nature pathways database.'",
http://edamontology.org/format_2350,Class,http://edamontology.org/format_1915,"'Format (by type of data)'","'beta12orEarlier'","'A placeholder concept for visual navigation by dividing data formats by the content of the data that is represented.'",
http://edamontology.org/format_2352,Class,http://edamontology.org/format_1920	http://edamontology.org/format_2555	http://edamontology.org/format_1919	http://edamontology.org/format_2332	http://edamontology.org/format_2571,"'BioXSD (XML)'","'beta12orEarlier'","'BioXSD-schema-based XML format of sequence-based data and some other common data - sequence records, alignments, feature records, references to resources, and more - optimised for integrative bioinformatics, Web services, and object-oriented programming.'",
http://edamontology.org/format_2376,Class,http://edamontology.org/format_1915	http://edamontology.org/format_2195	http://edamontology.org/format_3748,"'RDF format'","'beta12orEarlier'","'A serialisation format conforming to the Resource Description Framework (RDF) model.'",
http://edamontology.org/format_2532,Class,http://edamontology.org/format_2559	http://edamontology.org/format_2331,"'GenBank-HTML'","'beta12orEarlier'","'Genbank entry format wrapped in HTML elements.'",
http://edamontology.org/format_2542,Class,http://www.w3.org/2002/07/owl#DeprecatedClass,"'Protein features (domains) format'","'beta12orEarlier'","'Format of a report on protein features (domain composition).'",
http://edamontology.org/format_2543,Class,http://edamontology.org/format_1919,"'EMBL-like format'","'beta12orEarlier'","'A format resembling EMBL entry (plain text) format.'",
http://edamontology.org/format_2545,Class,http://edamontology.org/format_2057,"'FASTQ-like format'","'beta12orEarlier'","'A format resembling FASTQ short read format.'",
http://edamontology.org/format_2546,Class,http://edamontology.org/format_1919,"'FASTA-like'","'beta12orEarlier'","'A format resembling FASTA format.'",
http://edamontology.org/format_2547,Class,http://edamontology.org/format_2548	http://edamontology.org/format_1919,"'uniprotkb-like format'","'beta12orEarlier'","'A sequence format resembling uniprotkb entry format.'",
http://edamontology.org/format_2548,Class,http://edamontology.org/format_1920,"'Sequence feature table format'","'beta12orEarlier'","'Format for a sequence feature table.'",
http://edamontology.org/format_2549,Class,http://edamontology.org/format_2330	http://edamontology.org/format_2196,"'OBO'","'beta12orEarlier'","'OBO ontology text format.'",
http://edamontology.org/format_2550,Class,http://edamontology.org/format_2332	http://edamontology.org/format_2196,"'OBO-XML'","'beta12orEarlier'","'OBO ontology XML format.'",
http://edamontology.org/format_2551,Class,http://edamontology.org/format_1919,"'Sequence record format (text)'","'beta12orEarlier'","'Data format for a molecular sequence record.'",
http://edamontology.org/format_2552,Class,http://edamontology.org/format_1919,"'Sequence record format (XML)'","'beta12orEarlier'","'Data format for a molecular sequence record.'",
http://edamontology.org/format_2553,Class,http://edamontology.org/format_2548,"'Sequence feature table format (XML)'","'beta12orEarlier'","'XML format for a sequence feature table.'",
http://edamontology.org/format_2554,Class,http://edamontology.org/format_1921,"'Alignment format (text)'","'beta12orEarlier'","'Text format for molecular sequence alignment information.'",
http://edamontology.org/format_2555,Class,http://edamontology.org/format_1921,"'Alignment format (XML)'","'beta12orEarlier'","'XML format for molecular sequence alignment information.'",
http://edamontology.org/format_2556,Class,http://edamontology.org/format_2006,"'Phylogenetic tree format (text)'","'beta12orEarlier'","'Text format for a phylogenetic tree.'",
http://edamontology.org/format_2557,Class,http://edamontology.org/format_2006,"'Phylogenetic tree format (XML)'","'beta12orEarlier'","'XML format for a phylogenetic tree.'",
http://edamontology.org/format_2558,Class,http://edamontology.org/format_2543	http://edamontology.org/format_2332,"'EMBL-like (XML)'","'beta12orEarlier'","'An XML format resembling EMBL entry format.'",
http://edamontology.org/format_2559,Class,http://edamontology.org/format_1919,"'GenBank-like format'","'beta12orEarlier'","'A format resembling GenBank entry (plain text) format.'",
http://edamontology.org/format_2560,Class,http://www.w3.org/2002/07/owl#DeprecatedClass,"'STRING entry format'","'beta12orEarlier'","'Entry format for the STRING database of protein interaction.'",
http://edamontology.org/format_2561,Class,http://edamontology.org/format_2055,"'Sequence assembly format (text)'","'beta12orEarlier'","'Text format for sequence assembly data.'",
http://edamontology.org/format_2562,Class,http://www.w3.org/2002/07/owl#DeprecatedClass,"'Amino acid identifier format'","'beta12orEarlier'","'Text format (representation) of amino acid residues.'",
http://edamontology.org/format_2566,Class,http://edamontology.org/format_2330	http://edamontology.org/format_2571,"'completely unambiguous'","'beta12orEarlier'","'Alphabet for a molecular sequence without any unknown positions or ambiguity characters.'",
http://edamontology.org/format_2567,Class,http://edamontology.org/format_2566	http://edamontology.org/format_2094,"'completely unambiguous pure'","'beta12orEarlier'","'Alphabet for a molecular sequence without unknown positions, ambiguity or non-sequence characters.'",
http://edamontology.org/format_2568,Class,http://edamontology.org/format_2567	http://edamontology.org/format_1207,"'completely unambiguous pure nucleotide'","'beta12orEarlier'","'Alphabet for a nucleotide sequence (characters ACGTU only) without unknown positions, ambiguity or non-sequence characters .'",
http://edamontology.org/format_2569,Class,http://edamontology.org/format_2567	http://edamontology.org/format_1212,"'completely unambiguous pure dna'","'beta12orEarlier'","'Alphabet for a DNA sequence (characters ACGT only) without unknown positions, ambiguity or non-sequence characters.'",
http://edamontology.org/format_2570,Class,http://edamontology.org/format_2567	http://edamontology.org/format_1213,"'completely unambiguous pure rna sequence'","'beta12orEarlier'","'Alphabet for an RNA sequence (characters ACGU only) without unknown positions, ambiguity or non-sequence characters.'",
http://edamontology.org/format_2571,Class,http://edamontology.org/format_2350,"'Raw sequence format'","'beta12orEarlier'","'Format of a raw molecular sequence (i.e. the alphabet used).'",
http://edamontology.org/format_2572,Class,http://edamontology.org/format_2920	http://edamontology.org/format_2057	http://edamontology.org/format_2333,"'BAM'","'beta12orEarlier'","'BAM format, the binary, BGZF-formatted compressed version of SAM format for alignment of nucleotide sequences (e.g. sequencing reads) to (a) reference sequence(s). May contain base-call and alignment qualities and other data.'",
http://edamontology.org/format_2573,Class,http://edamontology.org/format_2920	http://edamontology.org/format_2057	http://edamontology.org/format_2330,"'SAM'","'beta12orEarlier'","'Sequence Alignment/Map (SAM) format for alignment of nucleotide sequences (e.g. sequencing reads) to (a) reference sequence(s). May contain base-call and alignment qualities and other data.'",
http://edamontology.org/format_2585,Class,http://edamontology.org/format_2332	http://edamontology.org/format_2013,"'SBML'","'beta12orEarlier'","'Systems Biology Markup Language (SBML), the standard XML format for models of biological processes such as for example metabolism, cell signaling, and gene regulation.'",
http://edamontology.org/format_2607,Class,http://edamontology.org/format_2567	http://edamontology.org/format_1208,"'completely unambiguous pure protein'","'beta12orEarlier'","'Alphabet for any protein sequence without unknown positions, ambiguity or non-sequence characters.'",
http://edamontology.org/format_2848,Class,http://edamontology.org/format_2350,"'Bibliographic reference format'","'beta12orEarlier'","'Format of a bibliographic reference.'",
http://edamontology.org/format_2919,Class,http://edamontology.org/format_1920,"'Sequence annotation track format'","'beta12orEarlier'","'Format of a sequence annotation track.'",
http://edamontology.org/format_2920,Class,http://edamontology.org/format_1921,"'Alignment format (pair only)'","'beta12orEarlier'","'Data format for molecular sequence alignment information that can hold sequence alignment(s) of only 2 sequences.'",
http://edamontology.org/format_2921,Class,http://edamontology.org/format_2350,"'Sequence variation annotation format'","'beta12orEarlier'","'Format of sequence variation annotation.'",
http://edamontology.org/format_2922,Class,http://edamontology.org/format_2554	http://edamontology.org/format_2330,"'markx0 variant'","'beta12orEarlier'","'Some variant of Pearson MARKX alignment format.'",
http://edamontology.org/format_2923,Class,http://edamontology.org/format_2554	http://edamontology.org/format_2330	http://edamontology.org/format_2551,"'mega variant'","'beta12orEarlier'","'Some variant of Mega format for (typically aligned) sequences.'",
http://edamontology.org/format_2924,Class,http://edamontology.org/format_2554	http://edamontology.org/format_2330	http://edamontology.org/format_2551,"'Phylip format variant'","'beta12orEarlier'","'Some variant of Phylip format for (aligned) sequences.'",
http://edamontology.org/format_3000,Class,http://edamontology.org/format_2057	http://edamontology.org/format_2333,"'AB1'","'beta12orEarlier'","'AB1 binary format of raw DNA sequence reads (output of Applied Biosystems' sequencing analysis software). Contains an electropherogram and the DNA base sequence.'",
http://edamontology.org/format_3001,Class,http://edamontology.org/format_2055	http://edamontology.org/format_2330,"'ACE'","'beta12orEarlier'","'ACE sequence assembly format including contigs, base-call qualities, and other metadata (version Aug 1998 and onwards).'",
http://edamontology.org/format_3003,Class,http://edamontology.org/format_2330	http://edamontology.org/format_2919,"'BED'","'beta12orEarlier'","'Browser Extensible Data (BED) format of sequence annotation track, typically to be displayed in a genome browser.'",
http://edamontology.org/format_3004,Class,http://edamontology.org/format_2333	http://edamontology.org/format_2919,"'bigBed'","'beta12orEarlier'","'bigBed format for large sequence annotation tracks, similar to textual BED format.'",
http://edamontology.org/format_3005,Class,http://edamontology.org/format_2330	http://edamontology.org/format_2919,"'WIG'","'beta12orEarlier'","'Wiggle format (WIG) of a sequence annotation track that consists of a value for each sequence position. Typically to be displayed in a genome browser.'",
http://edamontology.org/format_3006,Class,http://edamontology.org/format_2333	http://edamontology.org/format_2919,"'bigWig'","'beta12orEarlier'","'bigWig format for large sequence annotation tracks that consist of a value for each sequence position. Similar to textual WIG format.'",
http://edamontology.org/format_3007,Class,http://edamontology.org/format_2920	http://edamontology.org/format_2330	http://edamontology.org/format_2919,"'PSL'","'beta12orEarlier'","'PSL format of alignments, typically generated by BLAT or psLayout. Can be displayed in a genome browser like a sequence annotation track.'",
http://edamontology.org/format_3008,Class,http://edamontology.org/format_2554	http://edamontology.org/format_2330	http://edamontology.org/format_2919,"'MAF'","'beta12orEarlier'","'Multiple Alignment Format (MAF) supporting alignments of whole genomes with rearrangements, directions, multiple pieces to the alignment, and so forth.'",
http://edamontology.org/format_3009,Class,http://edamontology.org/format_2333	http://edamontology.org/format_2571,"'2bit'","'beta12orEarlier'","'2bit binary format of nucleotide sequences using 2 bits per nucleotide. In addition encodes unknown nucleotides and lower-case 'masking'.'",
http://edamontology.org/format_3010,Class,http://edamontology.org/format_2333	http://edamontology.org/format_2571,"'.nib'","'beta12orEarlier'","'.nib (nibble) binary format of a nucleotide sequence using 4 bits per nucleotide (including unknown) and its lower-case 'masking'.'",
http://edamontology.org/format_3011,Class,http://edamontology.org/format_2330	http://edamontology.org/format_2919,"'genePred'","'beta12orEarlier'","'genePred table format for gene prediction tracks.'",
http://edamontology.org/format_3012,Class,http://edamontology.org/format_2330	http://edamontology.org/format_2919,"'pgSnp'","'beta12orEarlier'","'Personal Genome SNP (pgSnp) format for sequence variation tracks (indels and polymorphisms), supported by the UCSC Genome Browser.'",
http://edamontology.org/format_3013,Class,http://edamontology.org/format_2920	http://edamontology.org/format_2330,"'axt'","'beta12orEarlier'","'axt format of alignments, typically produced from BLASTZ.'",
http://edamontology.org/format_3014,Class,http://edamontology.org/format_2920	http://edamontology.org/format_2330,"'LAV'","'beta12orEarlier'","'LAV format of alignments generated by BLASTZ and LASTZ.'",
http://edamontology.org/format_3015,Class,http://edamontology.org/format_2920	http://edamontology.org/format_2330,"'Pileup'","'beta12orEarlier'","'Pileup format of alignment of sequences (e.g. sequencing reads) to (a) reference sequence(s). Contains aligned bases per base of the reference sequence(s).'",
http://edamontology.org/format_3016,Class,http://edamontology.org/format_2921	http://edamontology.org/format_2330,"'VCF'","'beta12orEarlier'","'Variant Call Format (VCF) for sequence variation (indels, polymorphisms, structural variation).'",
http://edamontology.org/format_3017,Class,http://edamontology.org/format_2057	http://edamontology.org/format_2333,"'SRF'","'beta12orEarlier'","'Sequence Read Format (SRF) of sequence trace data. Supports submission to the NCBI Short Read Archive.'",
http://edamontology.org/format_3018,Class,http://edamontology.org/format_2057	http://edamontology.org/format_2333,"'ZTR'","'beta12orEarlier'","'ZTR format for storing chromatogram data from DNA sequencing instruments.'",
http://edamontology.org/format_3019,Class,http://edamontology.org/format_1975	http://edamontology.org/format_2921,"'GVF'","'beta12orEarlier'","'Genome Variation Format (GVF). A GFF3-compatible format with defined header and attribute tags for sequence variation.'",
http://edamontology.org/format_3020,Class,http://edamontology.org/format_2921	http://edamontology.org/format_2333,"'BCF'","'beta12orEarlier'","'BCF, the binary version of Variant Call Format (VCF) for sequence variation (indels, polymorphisms, structural variation).'",
http://edamontology.org/format_3033,Class,http://edamontology.org/format_2350,"'Matrix format'","'beta13'","'Format of a matrix (array) of numerical values.'",
http://edamontology.org/format_3097,Class,http://edamontology.org/format_2350,"'Protein domain classification format'","'beta13'","'Format of data concerning the classification of the sequences and/or structures of protein structural domain(s).'",
http://edamontology.org/format_3098,Class,http://edamontology.org/format_3097,"'Raw SCOP domain classification format'","'beta13'","'Format of raw SCOP domain classification data files.'",
http://edamontology.org/format_3099,Class,http://edamontology.org/format_3097,"'Raw CATH domain classification format'","'beta13'","'Format of raw CATH domain classification data files.'",
http://edamontology.org/format_3100,Class,http://edamontology.org/format_3097,"'CATH domain report format'","'beta13'","'Format of summary of domain classification information for a CATH domain.'",
http://edamontology.org/format_3155,Class,http://edamontology.org/format_2332	http://edamontology.org/format_3166,"'SBRML'","'1.0'","'Systems Biology Result Markup Language (SBRML), the standard XML format for simulated or calculated results (e.g. trajectories) of systems biology models.'",
http://edamontology.org/format_3156,Class,http://edamontology.org/format_2013,"'BioPAX'","'1.0'","'BioPAX is an exchange format for pathway data, with its data model defined in OWL.'",
http://edamontology.org/format_3157,Class,http://edamontology.org/format_2920	http://edamontology.org/format_2332	http://edamontology.org/format_2066,"'EBI Application Result XML'","'1.0'","'EBI Application Result XML is a format returned by sequence similarity search Web services at EBI.'",
http://edamontology.org/format_3158,Class,http://edamontology.org/format_2332	http://edamontology.org/format_2054,"'PSI MI XML (MIF)'","'1.0'","'XML Molecular Interaction Format (MIF), standardised by HUPO PSI MI.'",
http://edamontology.org/format_3159,Class,http://edamontology.org/format_2557	http://edamontology.org/format_2332,"'phyloXML'","'1.0'","'phyloXML is a standardised XML format for phylogenetic trees, networks, and associated data.'",
http://edamontology.org/format_3160,Class,http://edamontology.org/format_2557	http://edamontology.org/format_2332,"'NeXML'","'1.0'","'NeXML is a standardised XML format for rich phyloinformatic data.'",
http://edamontology.org/format_3161,Class,http://edamontology.org/format_2332	http://edamontology.org/format_2058,"'MAGE-ML'","'1.0'","'MAGE-ML XML format for microarray expression data, standardised by MGED (now FGED).'",
http://edamontology.org/format_3162,Class,http://edamontology.org/format_2058	http://edamontology.org/format_3475,"'MAGE-TAB'","'1.0'","'MAGE-TAB textual format for microarray expression data, standardised by MGED (now FGED).'",
http://edamontology.org/format_3163,Class,http://edamontology.org/format_2332	http://edamontology.org/format_3167,"'GCDML'","'1.0'","'GCDML XML format for genome and metagenome metadata according to MIGS/MIMS/MIMARKS information standards, standardised by the Genomic Standards Consortium (GSC).'",
http://edamontology.org/format_3164,Class,http://edamontology.org/format_2206	http://edamontology.org/format_2330	http://edamontology.org/format_2919,"'GTrack'","'1.0'","'GTrack is a generic and optimised tabular format for genome or sequence feature tracks. GTrack unifies the power of other track formats (e.g. GFF3, BED, WIG), and while optimised in size, adds more flexibility, customisation, and automation ('machine understandability').'",
http://edamontology.org/format_3166,Class,http://edamontology.org/format_2350,"'Biological pathway or network report format'","'1.0'","'Data format for a report of information derived from a biological pathway or network.'",
http://edamontology.org/format_3167,Class,http://edamontology.org/format_2350,"'Experiment annotation format'","'1.0'","'Data format for annotation on a laboratory experiment.'",
http://edamontology.org/format_3235,Class,http://edamontology.org/format_2330	http://edamontology.org/format_2078,"'Cytoband format'","'1.2'","'Cytoband format for chromosome cytobands.'",
http://edamontology.org/format_3239,Class,http://edamontology.org/format_2013	http://edamontology.org/format_2332	http://edamontology.org/format_3166,"'CopasiML'","'1.2'","'CopasiML, the native format of COPASI.'",
http://edamontology.org/format_3240,Class,http://edamontology.org/format_2332	http://edamontology.org/format_2013,"'CellML'","'1.2'","'CellML, the format for mathematical models of biological and other networks.'",
http://edamontology.org/format_3242,Class,http://edamontology.org/format_2330	http://edamontology.org/format_2054,"'PSI MI TAB (MITAB)'","'1.2'","'Tabular Molecular Interaction format (MITAB), standardised by HUPO PSI MI.'",
http://edamontology.org/format_3243,Class,http://edamontology.org/format_3158,"'PSI-PAR'","'1.2'","'Protein affinity format (PSI-PAR), standardised by HUPO PSI MI. It is compatible with PSI MI XML (MIF) and uses the same XML Schema.'",
http://edamontology.org/format_3244,Class,http://edamontology.org/format_3245	http://edamontology.org/format_2332,"'mzML'","'1.2'","'mzML format for raw spectrometer output data, standardised by HUPO PSI MSS.'",
http://edamontology.org/format_3245,Class,http://edamontology.org/format_2350,"'Mass spectrometry data format'","'1.2'","'Format for mass pectra and derived data, include peptide sequences etc.'",
http://edamontology.org/format_3246,Class,http://edamontology.org/format_3245	http://edamontology.org/format_2332,"'TraML'","'1.2'","'TraML (Transition Markup Language) is the format for mass spectrometry transitions, standardised by HUPO PSI MSS.'",
http://edamontology.org/format_3247,Class,http://edamontology.org/format_3245	http://edamontology.org/format_2332,"'mzIdentML'","'1.2'","'mzIdentML is the exchange format for peptides and proteins identified from mass spectra, standardised by HUPO PSI PI. It can be used for outputs of proteomics search engines.'",
http://edamontology.org/format_3248,Class,http://edamontology.org/format_3245	http://edamontology.org/format_2332,"'mzQuantML'","'1.2'","'mzQuantML is the format for quantitation values associated with peptides, proteins and small molecules from mass spectra, standardised by HUPO PSI PI. It can be used for outputs of quantitation software for proteomics.'",
http://edamontology.org/format_3249,Class,http://edamontology.org/format_2332	http://edamontology.org/format_3167,"'GelML'","'1.2'","'GelML is the format for describing the process of gel electrophoresis, standardised by HUPO PSI PS.'",
http://edamontology.org/format_3250,Class,http://edamontology.org/format_2332	http://edamontology.org/format_3167,"'spML'","'1.2'","'spML is the format for describing proteomics sample processing, other than using gels, prior to mass spectrometric protein identification, standardised by HUPO PSI PS. It may also be applicable for metabolomics.'",
http://edamontology.org/format_3252,Class,http://edamontology.org/format_2330	http://edamontology.org/format_2197,"'OWL Functional Syntax'","'1.2'","'A human-readable encoding for the Web Ontology Language (OWL).'",
http://edamontology.org/format_3253,Class,http://edamontology.org/format_2330	http://edamontology.org/format_2197,"'Manchester OWL Syntax'","'1.2'","'A syntax for writing OWL class expressions.'",
http://edamontology.org/format_3254,Class,http://edamontology.org/format_2330	http://edamontology.org/format_2195,"'KRSS2 Syntax'","'1.2'","'A superset of the 'Description-Logic Knowledge Representation System Specification from the KRSS Group of the ARPA Knowledge Sharing Effort'.'",
http://edamontology.org/format_3255,Class,http://edamontology.org/format_2376	http://edamontology.org/format_2330,"'Turtle'","'1.2'","'The Terse RDF Triple Language (Turtle) is a human-friendly serialisation format for RDF (Resource Description Framework) graphs.'",
http://edamontology.org/format_3256,Class,http://edamontology.org/format_2376	http://edamontology.org/format_2330,"'N-Triples'","'1.2'","'A plain text serialisation format for RDF (Resource Description Framework) graphs, and a subset of the Turtle (Terse RDF Triple Language) format.'",
http://edamontology.org/format_3257,Class,http://edamontology.org/format_2376	http://edamontology.org/format_2330,"'Notation3'","'1.2'","'A shorthand non-XML serialisation of Resource Description Framework model, designed with human-readability in mind.'",
http://edamontology.org/format_3261,Class,http://edamontology.org/format_2376	http://edamontology.org/format_2332,"'RDF/XML'","'1.2'","'Resource Description Framework (RDF) XML format.'",
http://edamontology.org/format_3262,Class,http://edamontology.org/format_2332	http://edamontology.org/format_2197,"'OWL/XML'","'1.2'","'OWL ontology XML serialisation format.'",
http://edamontology.org/format_3281,Class,http://edamontology.org/format_2554	http://edamontology.org/format_2200,"'A2M'","'1.3'","'The A2M format is used as the primary format for multiple alignments of protein or nucleic-acid sequences in the SAM suite of tools. It is a small modification of FASTA format for sequences and is compatible with most tools that read FASTA.'",
http://edamontology.org/format_3284,Class,http://edamontology.org/format_2057	http://edamontology.org/format_2333,"'SFF'","'1.3'","'Standard flowgram format (SFF) is a binary file format used to encode results of pyrosequencing from the 454 Life Sciences platform for high-throughput sequencing.'",
http://edamontology.org/format_3285,Class,http://edamontology.org/format_3288,"'MAP'","'1.3'","'The MAP file describes SNPs and is used by the Plink package.'",
http://edamontology.org/format_3286,Class,http://edamontology.org/format_3288,"'PED'","'1.3'","'The PED file describes individuals and genetic data and is used by the Plink package.'",
http://edamontology.org/format_3287,Class,http://edamontology.org/format_2350,"'Individual genetic data format'","'1.3'","'Data format for a metadata on an individual and their genetic data.'",
http://edamontology.org/format_3288,Class,http://edamontology.org/format_2330	http://edamontology.org/format_3287,"'PED/MAP'","'1.3'","'The PED/MAP file describes data used by the Plink package.'",
http://edamontology.org/format_3309,Class,http://edamontology.org/format_2330	http://edamontology.org/format_2076,"'CT'","'1.3'","'File format of a CT (Connectivity Table) file from the RNAstructure package.'",
http://edamontology.org/format_3310,Class,http://edamontology.org/format_2330	http://edamontology.org/format_2076,"'SS'","'1.3'","'XRNA old input style format.'",
http://edamontology.org/format_3311,Class,http://edamontology.org/format_1921	http://edamontology.org/format_2332	http://edamontology.org/format_2076,"'RNAML'","'1.3'","'RNA Markup Language.'",
http://edamontology.org/format_3312,Class,http://edamontology.org/format_2330	http://edamontology.org/format_2551,"'GDE'","'1.3'","'Format for the Genetic Data Environment (GDE).'",
http://edamontology.org/format_3313,Class,http://edamontology.org/format_2554,"'BLC'","'1.3'","'A multiple alignment in vertical format, as used in the AMPS (Alignment of Multiple Protein Sequences) pacakge.'",
http://edamontology.org/format_3326,Class,http://edamontology.org/format_2350,"'Data index format'","'1.3'","'Format of a data index of some type.'",
http://edamontology.org/format_3327,Class,http://edamontology.org/format_3326	http://edamontology.org/format_2333,"'BAI'","'1.3'","'BAM indexing format'",
http://edamontology.org/format_3328,Class,http://edamontology.org/format_1370,"'HMMER2'","'1.3'","'HMMER profile HMM file for HMMER versions 2.x'",
http://edamontology.org/format_3329,Class,http://edamontology.org/format_1370,"'HMMER3'","'1.3'","'HMMER profile HMM file for HMMER versions 3.x'",
http://edamontology.org/format_3330,Class,http://edamontology.org/format_2554,"'PO'","'1.3'","'EMBOSS simple sequence pair alignment format.'",
http://edamontology.org/format_3331,Class,http://edamontology.org/format_2332	http://edamontology.org/format_1333,"'BLAST XML results format'","'1.3'","'XML format as produced by the NCBI Blast package'",
http://edamontology.org/format_3462,Class,http://edamontology.org/format_2920	http://edamontology.org/format_2333,"'CRAM'","'1.7'","'Reference-based compression of alignment format'",
http://edamontology.org/format_3464,Class,http://edamontology.org/format_3750	http://edamontology.org/format_1915,"'JSON'","'1.7'","'JavaScript Object Notation format; a lightweight, text-based format to represent tree-structured data using key-value pairs.'",
http://edamontology.org/format_3466,Class,http://edamontology.org/format_3696,"'EPS'","'1.7'","'Encapsulated PostScript format'",
http://edamontology.org/format_3467,Class,http://edamontology.org/format_2333,"'GIF'","'1.7'","'Graphics Interchange Format.'",
http://edamontology.org/format_3468,Class,http://edamontology.org/format_2332	http://edamontology.org/format_3507,"'xls'","'1.7'","'Microsoft Excel spreadsheet format.'",
http://edamontology.org/format_3475,Class,http://edamontology.org/format_3751,"'TSV'","'1.7'","'Tabular data represented as tab-separated values in a text file.'",
http://edamontology.org/format_3476,Class,http://www.w3.org/2002/07/owl#DeprecatedClass,"'Gene expression data format'","'1.7'","'Format of a file of gene expression data, e.g. a gene expression matrix or profile.'",
http://edamontology.org/format_3477,Class,http://edamontology.org/format_2058	http://edamontology.org/format_2330,"'Cytoscape input file format'","'1.7'","'Format of the cytoscape input file of gene expression ratios or values are specified over one or more experiments.'",
http://edamontology.org/format_3484,Class,http://edamontology.org/format_3326	http://edamontology.org/format_2333,"'ebwt'","'1.7'","'Bowtie format for indexed reference genome for 'small' genomes.'",
http://edamontology.org/format_3485,Class,http://edamontology.org/format_3486,"'RSF'","'1.7'","'Rich sequence format.'",
http://edamontology.org/format_3486,Class,http://edamontology.org/format_2554	http://edamontology.org/format_2330	http://edamontology.org/format_2551,"'GCG format variant'","'1.7'","'Some format based on the GCG format.'",
http://edamontology.org/format_3487,Class,http://edamontology.org/format_2332	http://edamontology.org/format_2552,"'BSML'","'1.7'","'Bioinformatics Sequence Markup Language format.'",
http://edamontology.org/format_3491,Class,http://edamontology.org/format_3326	http://edamontology.org/format_2333,"'ebwtl'","'1.7'","'Bowtie format for indexed reference genome for 'large' genomes.'",
http://edamontology.org/format_3499,Class,http://edamontology.org/format_2921	http://edamontology.org/format_2330,"'Ensembl variation file format'","'1.8'","'Ensembl standard format for variation data.'",
http://edamontology.org/format_3506,Class,http://edamontology.org/format_2332	http://edamontology.org/format_3507,"'docx'","'1.8'","'Microsoft Word format.'",
http://edamontology.org/format_3507,Class,http://edamontology.org/format_2350,"'Document format'","'1.8'","'Format of documents including word processor, spreadsheet and presentation.'",
http://edamontology.org/format_3508,Class,http://edamontology.org/format_2333	http://edamontology.org/format_3507,"'PDF'","'1.8'","'Portable Document Format'",
http://edamontology.org/format_3547,Class,http://edamontology.org/format_2350,"'Image format'","'1.9'","'Format used for images and image metadata.'",
http://edamontology.org/format_3548,Class,http://edamontology.org/format_3547	http://edamontology.org/format_2333,"'DICOM format'","'1.9'","'Medical image format corresponding to the Digital Imaging and Communications in Medicine (DICOM) standard.'",
http://edamontology.org/format_3549,Class,http://edamontology.org/format_3547	http://edamontology.org/format_2333,"'nii'","'1.9'","'Medical image and metadata format of the Neuroimaging Informatics Technology Initiative.'",
